"V1" "V2"
0.1 1.1
0.456661151905246 1.04650124285414
0.561080315962326 0.930833591356702
"V1" "V2"
0.1 1.1
0.662736582723583 1.11655989965258
0.834840480223032 1.02844025092718
"V1" "V2"
0.1 1.1
0.937517276414554 1.12210644790083
1.18385252193283 1.05996410094101
"V1" "V2"
0.1 1.1
0.783155767944134 1.28876917015769
0.979214607413028 1.18533826308089
"V1" "V2"
0.1 1.1
0.417267184682739 1.22020467287839
0.631745514538293 1.0716300653678
"V1" "V2"
0.1 1.1
0.659660607172042 1.20370581528709
0.94767184816699 1.10608850719703
